msno,city,bd,gender,registered_via,registration_init_time
wEw/nWkQ/ylytMuN3gNoj0SgPtFViK8wugTyceuOFkU=,1,0,,4,20170120
oLXkANbk1AWrVd0vhxPAogsID0iSngce8pnwwKZFjuI=,1,0,,4,20170120
ym2QmPNcweKH++9UxMRvjyAwfbGux17V52xnyFEsmo4=,1,0,,4,20170120
yBlg/6AvZFjxYT7Rld45MWP3hZ18vjRbuHywMaAMN10=,1,0,,4,20170120
A4yO+uyx/R/aLgLLqAa84mg3PJjDrn0rusUjF5ixn3k=,1,0,,7,20170120
+BJTJRs9+WEUO69OZ7HbkFMOYJ+FV45tA6foNlUrGqE=,1,0,,4,20170120
p7/2nbPzLWD2B6V+hKM+RfMbu6K2iq/+Kz+JouZUxbE=,1,0,,4,20170120
vUdcL2Te8W3yl0LfS1boY7lFipir9FFVxfhI1sn9SxE=,1,0,,4,20170120
CdJFLhmEb85eg9UwtCFWX/mtP2J3aT9hZJTgF2Mm2fY=,1,0,,4,20170120
7Hf18agb6zunTael72T5V6pBILzSTk8fVvPO/8BXtFo=,1,0,,4,20170120
PrmUAZalFMNZGUnOGbHVBgIDOurjbx9nEFirNBMJXKM=,1,0,,4,20170120
Q2oITsv8DmFnyVyxqdvSM4RPG2hsRLilu4tH/j1rhkQ=,1,0,,7,20170120
lFwDMglAptTiKphxLRNsS6JXIMig85U08wL47Cj1ybg=,1,0,,4,20170120
9Tmju0MZ4Za45sKc7h+5FVwEmZgUL/OGeFruwXpTlGI=,1,0,,9,20170120
yDLoDXZIF98gTDEKllOCma/DXWRlYOCa/GtkoYcxLRo=,1,0,,4,20170120
bARgLbQxXQroJJ3dXMcGp2jo1nqrdy8R2WuNSg+2MRs=,1,0,,4,20170120
9WAPoOJ4CqLZGc/pC7Sb8By7MwWUSVJL7meZUrX/33U=,1,21,,4,20170120
tAhqY79EBenPhFwObAesT5+wtsbXgqmpetwkvTbYrqo=,1,0,,4,20170120
xg3TGNFcB8cKrNDG5JYEqGs6tuHGW/LaZlKmMsIjpfc=,1,0,,4,20170120
wnOtVWT2Hi28usrU9Yb0JCdl/TGO48HUfJlgehG0kDw=,1,0,,4,20170120
HHAISxuHKMm2f73g0svYrySuz54MM9Mo1H7CVz9O+Oo=,1,0,,4,20170120
1F/WyPv7WQNqB2BSnniVLc3J6ZhwAtcEQt2Qw07rC5o=,1,0,,4,20170120
KNpHGuRj4HHGOOWSThu+1VV6NhLtUzmeytsARurrVXc=,1,0,,4,20170120
dBXu1zrmB04wWXTKtHUWK0ebMNoY2J8jCAdWizbCzkA=,1,0,,4,20170121
DEIygRcw0Soz4FguDgJQnSrlHoTYHmlvTcoOLB9dF2Y=,1,0,,4,20170121
twtukeBcqvo4ihjraMzMwSEFgxR69oE759+wSEzL90g=,1,17,male,4,20170121
fTcOZ4oXgR9TBjdEmjS6OlVEDXjBVX+zQiC5CEXj+XU=,1,0,,4,20170121
a6TPlwzPdBDZFO9mUmIqVcoSWUm3v4T7IujIS7KouwI=,1,0,,4,20170121
rRYasvy21C951WUvr8cYYr7koh9Y6YeWwqQZnED2j7k=,1,0,,4,20170121
qetXs7fnn9Yf2B/IwevciktsFTTUr5UNODe4fIC2c+8=,1,0,,4,20170121
5CkZ4pPJBjTQ9DptPPMH/xPL5w9c8lKRvF6UShZimkI=,1,0,,4,20170121
mQbdMC5jH2rqghEB5x6McGi11BVc3SPYiZZEIjJF6e0=,1,0,,4,20170121
gZXSMuhKWmZGW+80GK9czBW1IQhRZkcRsYfIP806bQc=,1,0,,4,20170121
xRi/Y+PoZveOQveMSNbKrpw0SNLlU/CrP2TZRlRXS8c=,1,0,,4,20170121
QyM+laY38vApntBgk5DZyhUa/ViCorIShWkwDBjgNAQ=,1,0,,4,20170121
II8AwabESL67tgLJs5UpdbGYk/0xLYaVRo8teSQ9ZNQ=,1,0,,4,20170121
pIpy9bgqSYIbKyq/L4YzhfPuPaM1hfq3J62EHlaFGxQ=,1,0,,4,20170121
8tNiFeVbykvNCyZU8iGyz6vSCACYpE2jMjpICwCHb18=,1,0,,4,20170121
N13MkluZtuhvqgsh9WEP13+AxotTFXZcQ0eoNX3gtvE=,1,0,,4,20170121
XzaMwTQkuRSJ76b3bPmr2nUIzPgoRCQS4pva/P6M0UA=,1,0,,4,20170121
e8KQGoKebVJu+YAdsB8vCSNDZWfSkvVo7iXZ975tCWg=,1,0,,4,20170121
Y7zkTsfFGYKtdyQHiI2iXqvps5FgTpFR6kJ2v5PG6XM=,1,0,,4,20170121
hmvxyVA4/dP5xFU4n8IUDwIn7w8HFd5ajw3aK1RXV8c=,1,0,,4,20170121
eT2s68VDCHpa1C1Rf8VaAhZanqWFecMa0/s6n2hEhZ4=,1,0,,4,20170121
sM+dxS1dLaZG8nj1Kg6eYZSnZUsk6mkEWNY48DVbOqk=,1,0,,4,20170121
/Eql+5dv2WTpPFRG0QWZlmPAJ3v9TRCqCwWSKVF7Ix8=,1,19,female,3,20170121
IcsoMSZKRq3mc4txZQL9GYPBReGx848yuoIjf8OoP10=,1,0,,7,20170121
pL0sWRKiOVVXhoIuvqHC7covWW1Z4EWy5mLKBsm3eZc=,1,0,,4,20170121
nVSyWEYlBjMNFw56X9VpyTGaKATCVffLkcujOFaBJsg=,1,0,,4,20170121
gTQFK5Z+OStfzL0JVH4pV4gPbFxWexVIdKcg4kFhXRk=,1,0,,4,20170121
u5ba1ZIDI+wYb45HB1vgoTRQRfL66+5PZYSp5lazod0=,1,0,,4,20170121
pad/VD5mgXZjiVl/9HD9SLlwy49tRCQwvqvcyguMHIw=,1,0,,4,20170121
Ga6/5BSzjCo/u6VlE3G9usg9kqzYQ1FpkQLv2Tljenk=,1,0,,4,20170121
1OAhv46kMkgAou98qPU+6qbTug3Pwk7Ge9wUSjYgjA0=,1,0,,4,20170121
cL2TPNp7oJ8VScxL39bcircbBVt6szWEzJoKd3znZyg=,1,0,,4,20170121
yXsqIoJWqbUgD2vn9Dc1/io+WzRvUHRkt6ZLO0ORta8=,1,0,,4,20170121
oXrWnFQd/ZhkZ/8s3j8bRHH7ucPGlFJYWTh34RCf9uM=,1,0,,7,20170121
5crDfUeNBq/tmbLI28iJ/KDCT4hScSQ84ZbjqIUI2kw=,1,0,,4,20170121
qTgmiyIqpECIcdB7ym+fBgGJjnb6tz8miefMtu12rW0=,1,0,,7,20170121
G72wFls9LMOfdsaHUvz0iIIfDu7nJrKSWkt/TR0bylg=,1,0,,4,20170121
S8Sj98TIkqDuZXoQD523VdsZ6Qh713BwnLT/ZvzAkKY=,1,0,,4,20170121
o42xdNCS+mfDae3NcWnLicExS2RZfuHSd9v6j5X2v8U=,1,0,,4,20170121
VtVhbsXZeAO/hdIFND5EWg3wqGNod3J+6avoSgDekbA=,1,0,,4,20170122
8SghyBgMjfvWV6fxAgyoWyfcS5SjwX8OlCzXB2sWxck=,1,0,,4,20170122
lytga+b4n3X1/oQDLfMm5fyMxdobISgb0xffZBYhVYA=,1,0,,4,20170122
/FCLYCXvQh08Oqd/gThCDSRLaVJTEWfw1CYcH5qI8/w=,1,0,,4,20170122
OET8jjYJ4t0HYFygt552kSUYGL/0E4t4ENr6uHYq+kw=,1,0,,9,20170122
Jpj6SkTXkSCWl/5htcmiPdKlGj0Ldu1rz4/vleGoD7M=,1,0,,4,20170122
1TDEuE+n4g+XxncLr7+JmvshM/dFYLLDNo9vgTroOJs=,1,0,,4,20170122
vCelxpewBOMmlkgh7pS5E5vAZsAQ8zQsXur2eTbssJo=,1,0,,4,20170122
BIm3hI2/66awOWiJ/gyG9JGoAu8lwKFueW8+1gwDqts=,1,0,,4,20170122
o8D9eCZpsrmHEezhXEoTFZITkbv6OcJGtpB8w6sJ5LM=,1,0,,4,20170122
KeRk+ib+9yV9e3s5bv44Hy5zTu/gC9hpF1i8j/xfmtU=,1,0,,4,20170122
Cc+hGR2Nt5uokhry0I6cQyHO08qiGtW1guid7JLX4CI=,1,0,,4,20170122
/80vpUhZpVcJ17TpdaKcvVHGq96ApY0Fx+Lvq2VtoBE=,1,0,,4,20170122
HODKAmaP0CDL/+K6LnSJauremD0dlquKhmEyYw+DqMo=,1,0,,4,20170122
yZ1wEb/o9ztbKmxMehnRqkmdALHUDNnOjabFUbIM1MU=,1,0,,4,20170122
7zVSefxChs4bQquZV58ySG6STDe08c2ggn/jfi/bnxA=,1,0,,4,20170122
+T/bsQ5mUpIASjBFnWAmE0+DCFRWNr03MtR3qQkJWXE=,1,0,,4,20170122
uEksbJWgOPS79XV6CLY5XMjHPlq6ncfKARPS/NLd2Vs=,1,0,,4,20170122
VSRmjmHCZfzH7su0vuo1dG9bI8ZzjCKIHWSfuJpZRTc=,1,0,,4,20170122
sw3H9rP8BfScVa8j+DD8ataW0jvk5Vt6Bityz0e6kB0=,1,0,,4,20170122
oIKaX8dHvVM/AlQAOE/59F+clzzRAj5t/mqqrTWQlA8=,1,0,,4,20170122
93cwopEmjTEngPKqRicVXnk8YFKZu3hFA8Yn1cDsMUU=,1,0,,4,20170122
nOCxvZMlJmubrl/UbEZ91b9jP9vzGCDRrrM1o7Jk3Do=,10,19,male,7,20170122
GU93eEiFQ7t5x43NXEBH1dB9/gWcrQ9xHHyBbXcBf1A=,1,0,,4,20170122
wZCcFXUAA+dvuvySY5A7PRartTa8N32HGXCKt4D2pSs=,1,0,,4,20170122
6VK+tui1jX/D0O5RKHhnXuJDRmyaw7Pv4laWAQvTb2M=,1,0,,4,20170123
oWwbhcXbZgPSRHe/yq9QnApSS86Gc/PSWS/m+u+opBo=,4,17,male,3,20170123
ittvwg6a9r1IlZuBx2vYthc5aAtMVicTegUFFVWYwVQ=,1,0,,4,20170123
/er1yoTpP86ZqIyEywR/EBzgeI1OMvlQdTMgb1gI5HQ=,1,0,,9,20170123
z0Xz8kud4XJw8A5GiLig5G9aK0rXGkbTNROlezjZ9U8=,1,0,,5,20170123
MOmOXXdMqjuIvqGJkYbywbHLMjBl+ozbOjR4IYUxgbY=,1,0,,4,20170123
UlcAftWpqu6TFMmx3FTOGDv7z5kqdS9PqPKBrbcGdRQ=,1,104,female,3,20170123
X9PenaJzijm77upQOi3TrNCXoKNp22fiLn1uoFqLP1A=,1,0,,4,20170123
iyeNdPejamYKsW1H3G9zV3jPHLC2lFZq2FUGb6a2tN4=,1,0,,4,20170123
58nNHN05FkII6lkRHhSM+K1sMxmFtsIRsQhgLHYlxaA=,1,0,,4,20170123
bf6fiCDn75PenazAXw06G8mZs4MaklOx+R9S72DIaZ4=,1,0,,4,20170123
9YgfgVzpbxC8YSdYUqCUVhkbddyT7AUO8UFtjD1tXX8=,1,0,,9,20170123
blK//W7q/6M/IgbNGhS+UG4IgARm64o5Iofn0IbkeSA=,1,0,,4,20170123
PEDWC+gpKp4/ZTdlUOB2mN8iikWB5XKoE2PhtxFVHos=,1,0,,4,20170123
qgAoHEejPtIbdDXUW0l9J3L+F+xnEHdpq+bHqBeJgqY=,1,0,,4,20170123
+QF2u95MWXN746RLshgApncY7cA2X2CZF6O6R4eHpzQ=,1,0,,4,20170123
fjVJzxxDxa/PdNf1xOCvk2snoLOmR8MWMMtnvxRfVwk=,1,0,,4,20170123
kOqtvU+qchp9xwgbrPgKg76clQR1eAqe6rJJB5/1L2g=,1,0,,4,20170123
8UyLjopPAlFjS3ID1fbg5ncvRg4DLkUl2lif8x+I6x8=,1,0,,4,20170123
YBsf8ZuHYDSMB1mMAtqJzO/SpyfY6vW6+P3t/iV703Y=,1,0,,4,20170123
vHFzMA9J9xPUy16ZzNoGy+334fHS11bsl0gsdIJzun8=,1,0,,4,20170123
bEKwyhBPjPtifmVamiVzV3jCW8Yn2XBXnaPXLwl6hso=,1,0,,4,20170123
bpxCSJspVH5nAd32SPb1i/CpaAdrUea/7eQGm361IJI=,1,0,,4,20170123
XsvTNm7Sd3JZHuZtQ+5e6he4d/YTH/HoglTKeaph7Og=,15,14,female,4,20170123
9TKuwBZbniglP8ISZSwkh4ygSaT0Xwt6sASseVbem0I=,1,0,,4,20170123
TqJfa3XphFbsBkhwr0v7tt/JRm3lYrXaI1mnoZwyFyo=,1,0,,4,20170123
y+BwYn29HkqfUz1He83wvmaUQ4MyZjWtjP4xNtka2Mg=,1,0,,4,20170123
qV+PJInYzkBkPTLpCpzUs6152nTUfB+0uas851oQ9oo=,1,0,,4,20170123
eUnmxc1SFuhaFVbQGVAKjDV3uoUFtcQfU3PCG5tv4a4=,1,0,,7,20170123
CGp7r1L8TP1G9km/AIGajoO5ZvDhnwyehrDOyXeEBOc=,1,0,,4,20170123
SDaXdLufQJH22S4rjR5amKpEk4oBiMwKf272UxGDKag=,1,0,,4,20170123
21d1+LscWWQIyTpnWViehPr2/jdLUMoY+QFu1LuZlOU=,1,0,,4,20170124
7eyFDbONcYCdY9CqZQsVtbVxPx8FAXzK0HFfIHC3OEk=,1,0,,4,20170124
Y80ArYRWVcsF7qhLCWq35+C0BkQScZuE0KxeljOblrU=,1,0,,4,20170124
meAEZkCBnGx+9ANy8eB8wjRpA4gNIeDigsxou80kiCM=,1,0,,4,20170124
dI0tCP1XqvfBkEZvfNlY502XWntB4Zkhkuqn5tlg27o=,1,0,,4,20170124
arGb3nXHzUYmjFheUSooMrnpxBfwaKEvRfm46fuSREE=,1,0,,4,20170124
tP5fR3HxFK6engMLggllHuGy035iGUPoJcxr3YB9SIg=,1,0,,4,20170124
dNHcyqHU9xjtNxAMJYEhzoMMyDu+FPrnDY6hsW+mTEQ=,1,0,,4,20170124
8g63wLGmgusTr0VNZTOH2F5SpP0SN5tIdwgc8t+tT/w=,1,0,,4,20170124
1FQ9idQzVLmN1945orQ0XoQ7SzLNBRC3sGFyC1+YFos=,1,0,,4,20170124
A2osQwXhn+W7zMbRYhtiHePWWipYYioUEBbqfzxZIL0=,1,0,,4,20170124
ZVDbVkNPqFl++RB5FnTOjAyoyRftopc4eqT6d2zhYRc=,1,0,,4,20170124
XwX+yPOsplQEX6NZz++OCuiqzBnuXcJv761MJLeTT58=,1,0,,4,20170124
sjT4wD2VtWb3MHSgNiBcCk2YF2WMZL/edJO9mkQ3yWo=,1,0,,4,20170124
BvO7hIS5YFn9fsn1tn0Vl/EqQFInD7La/oDTveflLdU=,1,0,,4,20170124
HAaWlCU+1ceItHxmLXbTf0JhuIp/K+EnIeFTAWwzT5Q=,1,0,,4,20170124
GY+0hDuagM5nscR21mq6yWXDopM2IWvlat1I+6wCoPE=,1,0,,4,20170124
qI22ZLE/o6L/IA5EWphmWf8M1V3AXCzOqBdA/bMhRGs=,1,0,,4,20170124
mT94SvLoQ6gXx3l28dSPG3hbd7ligG8ijq8II+xC6nQ=,1,0,,4,20170124
2IEAGxg4B+WXLyLbO5V0UE5bwCl+63Ob9AC8g/dzSWc=,13,31,male,3,20170124
7IhaU5iEKcQyg2MlCS/i5NaCnIeOQIaL6lpm6vCT/UQ=,1,0,,4,20170124
/hVxWTlDGl0nCOzVGOV3++94/Hi8OFu3aLr9jsj9qWw=,1,24,male,3,20170124
pJtBUr35mMqY/a/nJoCtm56XbdJM5a5gfDQnTY9obLk=,1,0,,4,20170124
qvKc54stqAnKGKd6wYVWP+6VRZg8ap7v29dIk0SQDIs=,1,0,,4,20170124
nj/OezxDGNwbgp6xufyPCjypkoyPdqwWcbC4kmD3pOQ=,1,0,,7,20170124
JaR7DgQzYFYJaz39Kt2z+RBaUqRM1TW2RQAb467bubo=,1,0,,7,20170124
GLZzVCrQkcY9HGg10wobb4DZz5N8CmdvZsJ0flZK7fo=,22,17,female,4,20170124
TBlumKPrFWlJ2VDdhZGe96TIP1fzvQVhOIFNuGz8L6I=,1,25,male,3,20170124
GXaB9gP6tY0mcROgurAdsaymgpMBrnBl9u2VUttNlO0=,1,0,,4,20170125
RBCrHwZxpqN+dK37Lgoufw4z38OLl2Nda3COQh/8Cqc=,1,0,,4,20170125
znEXas4L6v3wg0f4dXACDIeInxq4viNXJ2hTwcphSfA=,1,0,,4,20170125
equdnIKFo4o6fpMGHHErApkV6oSuPPGOPNlpz82HFmQ=,1,0,,4,20170125
2HZx1CAcsUmxsyGooqL1nX/fTmomeuO0YY9FD0qaKO8=,1,0,,4,20170125
f65wUYswUEZJO2ydiN527DfMgQ9XB3PZqLhgfCxigLM=,1,0,,4,20170125
q/mU3RTLUfAaWMr4KDqainPMzyqnBS0eIYri10mGnBs=,4,29,female,3,20170125
gscaAemT/EE+aVPYBp7+BM+BcoqVkQn8r92kJx8r5UE=,1,0,,7,20170125
l7Hut1MLamx1cq6bNm9sV/D94BNi/+kCdB2oyCfw1yY=,1,15,male,4,20170125
Xiu9ZEEeuToOoxWlu+5gsyxHPzjuBwEjQF/QFaB70kU=,1,0,,4,20170125
qtOBBbju9cLgRO9mVMpR+CNgCCd6ZA24IL/bNsyfKcc=,1,0,,4,20170125
EiciwOzTg0+Rg8dSB2gbu4AWLYc1Wsc2SCLzfqyynPM=,1,0,,4,20170125
/5GT0TKZQbQcmwp0Djy+9lROugGYy3AcXUE4ZtG+M/M=,1,0,,7,20170125
W8KNSdmDTRKDmE5iaS6LTtfYp1x35wJMquwJFvhzP/Q=,1,0,,4,20170125
ndnSXN6bN7btggbYuIaOOMkiCnZRoQR4izF9NislaW8=,1,0,,4,20170125
L71iVPV5UXpXIjul2Spf/GcBHg3JfFnygBHaSUe0ZyI=,1,0,,4,20170125
ABCqgHmHtwjQfQv0Q2Rs8vAW0pD7THo2mBMD+59MzrU=,1,0,,4,20170125
J1PWoNVl1h1Dxq5+SGuLeoS8nozJ8ULsMehabE7kIiI=,1,28,male,4,20170125
M6BEPVcV0SZDbpJh40fRCNfRI4lgo+Y9x6ieORHp0F4=,1,32,male,3,20170125
uSsv766LDsXr13BoBfDCbMOpjkHVbPV5svaAzw3o6bs=,1,0,,4,20170125
fFQoMdb92x3VLepy4ZlNGuBEr640Wgj6J1Ow43pxJpI=,1,0,,4,20170125
sV2OdSw1OFgR+4LRmQWqeUjiJN80ZijP5gHCwS4zZP4=,1,0,,7,20170125
lIRQqFyFqGax3cU3pFqE9wLSttLG8gqJQzwdUDLmP1c=,1,0,,4,20170126
875GFBC96FJmSSE7gNUTlKNqHtbtKUO6dgx75qM1TSY=,1,0,,4,20170126
fQXUnvAMF11qP113It7W7NusOt6YSpGOJSeCDpx6Voo=,1,0,,7,20170126
QIGCRzVKVBgx4PKHh+kJ9N7+yS6ma8GXtnoL2MPt/Fg=,1,0,,4,20170126
Wp6TnGv3P2WPztuz38G5KFdjnlXKUQzYkGuJeY3N28o=,1,0,,9,20170126
lPIYYVkCiwdf3co0012dFidbG0SqCGAPzsQwjr8QXQs=,1,0,,4,20170126
gZ1RJr4vRk7wadbsGJayS32LCx7nuMkjUyoEN6fXQE0=,1,0,,4,20170126
5tmC5epZ8+PCHAm8lhSh9IyXfwpBvP5Rf9tXdMfm9Ow=,1,0,,4,20170126
T1FYpwxMvQKJK5pqbeC47OZGCXihJFBpfdJCK0gLe9g=,1,0,,4,20170126
RnFRxb3wVe+2w87QRsaKDNPMfNXEfspldnbjkVepu7M=,1,0,,7,20170126
WF2tRROggQrz2Pf0k9TqW2vj3P98IWH129eFuVc8RCE=,5,39,male,4,20170126
e/IzIT+s0fQT9zsi/I1bkmgFTgf0VLVTEoXlH1cYby0=,1,0,,4,20170126
oBX+zyRH8hHbCWPX8nHSRRTy5zHgiSHPIrQ5JuPQD5Q=,1,0,,4,20170126
EppuBj92C0I8adU+lz6h1qGqu3xjb7TFKhJmlQ5n168=,1,0,,4,20170126
GR1byi6ayKkJroo9CQcDiFPOw6CzCIulpZ8ck6GsGi4=,1,0,,4,20170126
KUzceat40zGVaCdsNu83rm1chamdMm8no1LiHdQLTi0=,15,21,female,3,20170126
C0A5tSLxNhwenFvHgJGy1Mc3tr2mofpEn12vaFi2/98=,1,0,,4,20170126
F2sdt/BxT7cnUQjBvoPIPaT26gdVVG1W6NXVIWyCAb4=,13,21,female,3,20170126
Y7hYM0fbHXtUE0o87MFlJIN9taTOkQjt01ROmzHph2M=,1,0,,4,20170126
bTOAmhbw1eBVjP+GJxEDbwR43l6EVIMW7C45/nBZ5NQ=,1,0,,4,20170126
yQAL9429lldIAjJPSmLI0kvBq5spqHL0JWIyGNyeNM8=,1,0,,4,20170126
B4EHMKBVP8kcHXwah10R03zNephg749QKyKyTbuflpk=,1,0,,4,20170126
bDlJ+7Fr/WV9iiTHLBt/t5Ejt7KUZsFGx7hbo0B3mF8=,1,0,,4,20170126
XsF8zF60/PdooENgQDlt3kLnKZdG75FuosVzP5FOLpc=,1,0,,4,20170126
Gobwe6zw9koSTxNBVBUf9tyNRilvYRy1MgKd0PXgibI=,1,0,,4,20170126
KAj89oeFPbHCwQqUnmmjCWQWo1GqVs1ppyVYQpmMFKg=,1,0,,4,20170126
8SKv1RWaJRplwSMhhHu7fK5vq0YOd91n/EKbpjpCbCo=,15,17,female,4,20170126
WA2YRydti9jzv/AavU43Y4IZCXLhRWXy8Jhb6UJfQoE=,1,0,,4,20170126
aRhQDyqULo1giFjmvBUFQ8emvbIXt2sMRb0ISakUiv8=,1,0,,4,20170126
6UI1Cmd0ZC/DwMkIRxIEJhZMsqokJswk/seL6BhYXzw=,1,0,,4,20170126
PoKbUtghDwIBcSz69c3WNF+6ErtgQGyLEc19aKybf2A=,1,0,,4,20170126
m9KdbW9mWwFz/7pYcF8oBtYdjp2gPu9eCKcvAlqhoIg=,22,14,male,4,20170126
ZC4mS8w0nUs7UK9lW6MxU37I4utNJtGn1z9HbyHEOlQ=,1,27,male,3,20170127
j/sLw3i1M3vrw8wdSXFn8sUiqUQhyeOV5d8Rp233ij4=,1,0,,4,20170127
CpV7nOhXPir2ekvVFEUYOmAyp8UehZwFwMKuWhTZgSg=,1,0,,4,20170127
q3dlDjYoyG8T41BbYK8Ec0yt5OWF/d/B2/BqWGhwrIg=,1,0,,4,20170127
9EsPfrf7nQPVU7g20q7hY/VgK6Q6NjA+e/prkvbIScw=,1,0,,4,20170127
gLMuwvJfedRpLoX6UnPPYfiIw48d/GcWrBG4ymWjMa4=,15,41,male,7,20170127
hocHgqb+CQT8UDOvTUPleDqpDU01BH2S69+LJ45KdLE=,1,0,,7,20170127
VMuHpvuJE2nmVTN5RADAzqOlUIwswJBLb88UzF5Mo7A=,1,0,,4,20170127
D2GLCJjn3S3md1TMD6i2rDfDQ1nQP7YppD8pLWbzV2g=,6,22,male,4,20170127
5j3UWMIj4AuVI4xEVY0muPNwC4MAiXMqRjeoGsjSus4=,1,0,,4,20170127
ASc3m1BOR7eGwdkzVX00Ah5wvCQdqalWywmBofTl1No=,1,0,,4,20170127
ojKysMVL3H6pvHfMvk4lh/1R0YxftCblhuoi34Y/LqI=,1,0,,4,20170127
JbcjBWwioD7v20hRHoOMo6+7IQiicRIIllfpMUb60QI=,1,0,,4,20170127
SSIqPiaw1JRWJDfWZEZMyQH+Y6fDmqbO4kfZGEdzHOU=,1,37,female,4,20170127
rPFpLu6n5mTb7gNHex+sWTBVqvgxnN8W09v86329sOQ=,6,16,female,3,20170127
HbPFyd4IrkPCawGqDRcR4cvzmE5q78B+TCOLRtRXkn0=,1,0,,4,20170127
U3+b8OGAhLIoEHLqfQcAIvsAFRNDs0MN4uiQ5r45B1o=,1,0,,4,20170127
3E5sWFCf2lhL5wYTyFvEkqzqBJt/BX/JT8dyW3EZrms=,1,0,,4,20170127
cqaB0n4wgSHk7wpiLhgMkvfEFODfnau4CCLNLeQE158=,1,0,,4,20170127
bahuzjhmvXfEgThcvg24NM3VYlxfhSDbm88vzcTsGtg=,1,0,,4,20170127
s1wMas98I8j0IzKPEwiOnZhFWq6TWtPQ6F4piNHXeCs=,1,24,female,4,20170128
ny+BUqHrTwgLQv645M2Nr2MbT49mnaOcKFMlS1c/4rU=,1,0,,4,20170128
/E9VINfF7g7RetY+qE7icO43LgQvSRln/mf/WPBKid4=,1,64,female,4,20170128
DN2NmC/x1R8h625UNkTgGmjteSzG+2NTnxAAuXz79eo=,1,17,female,4,20170128
ezYu75eONuE+NF/jMpFPYVpEwO0QR5Umj479ijtNFGY=,1,0,,4,20170128
lRjcr6YXUHWUyBR6GeaUrW0w3ttwDOCKwMG3Yk2ltKA=,1,0,,4,20170128
mgfN/30RSpbmnWlJav3JqqPOCg7Z8eYA1cV8gB6xPHc=,1,0,,4,20170128
CX6b45RNvuVYOIg0eTjj1KFsjuClOlsTCyoD1LwKaXI=,1,0,,4,20170128
m2lRbl8tdxo9j4vd8Qd8Wl7V8dBAMewpsPcnv7KUczI=,1,0,,4,20170128
5OH6omDuTfVLKiprs25OCyYzsk04TY4Y+19JzuPVyPE=,4,0,male,9,20170128
0QvLIsz6CsJ3U7AeUwNQl6rnBMOLvwDbie6uonEQP3w=,1,0,,7,20170128
6PSeGYy0L+WXjo6h2EjlR13hIfcJAvmNhnGDx2DoWIA=,1,0,,4,20170128
etZ6WY4Qrn76v3JqLj0xpT1zA3yCoL35lti7cLc4tik=,1,0,,4,20170128
hHPdyfgZGqmCThDgv8MO1/VQvpKZf6/Dk0lPYQIFjBs=,1,0,,4,20170128
WcXUmHMRXMplIFvUYW7xbQ3SLqD5gQoShw8PIM7Sfx4=,1,0,,4,20170128
DBgjl2N+sf9YaquCuNgJ9c688rDNrWOJW4B6wrVWGDE=,1,0,,4,20170129
5TXMw+4Av9WMVZFdvGJ3LM9G/iR5KlRUwzIL4pL9kKg=,1,0,,4,20170129
Ep+Mopri32WGdNzewup8VJy27RijIXFvk4m9UErFYG4=,1,0,,4,20170129
G36rNzBfALqdiGw9ENsOywJpNCszPtKo7E4/RfDWX5g=,1,0,,4,20170129
WKP4dOy0luu2CQjYx8j+ZdqmlYfP1zezOzJAL1GJEYE=,1,0,,4,20170129
EW5PWRbPdGj54l2WD4boE/cCIoFlHg4rZ6lehCjlUwo=,1,0,,4,20170129
X2/JZAW8YE835x521XEIKaRxvE/8+xI+rJQLT3D6NDM=,5,31,female,4,20170129
AXMrZ4byXkCulr+7h4SvXypbDALT0w2tWbqQhwoDlzM=,1,0,,4,20170129
CZ+YgQUCSE1MOgpbNHUos3M/0UwB4g4Ev4xcwNpAktg=,5,35,female,7,20170129
PJO92qlU0bo+ZQ0z5ohYVEo+HRqMvjzBo87+Jzym6zk=,5,36,male,9,20170129
RNaoWwVOYEsuF06ZfFq9So+AfDF/fLeSxXAJxWmkXIc=,1,0,,4,20170129
z2sC06Wnqly8UYHwfDOPhgrIIlZDPlVNpm6+hrxcU/k=,5,23,female,3,20170129
sPN1r5P+PG9s1NcJGFavyswT9P3eQCfyj0NgT9fq0oc=,14,22,male,3,20170129
PJnv0Su95eYcBP7oDq+rPCW108lLU8NPgzW0yVTcsKA=,1,0,,4,20170129
VTAct4ZJRbOjQh3jbrwiFeVjrDupyWL3J/v/5hlkzFg=,1,0,,4,20170130
t/biY5ySk2OYD5IVlcAudB6TcG55iozi67qSMkm9eTc=,15,47,male,9,20170130
QtObRRxrjVNU5W3E8KSJLDLklMekIafzj4Q5TlHKWrA=,1,0,,4,20170130
c83toQviCeljTI2nRsYyTMjhPZ+lEqoGsXKe5Pt5jYA=,1,0,,4,20170130
sWrW2emE84HnT+vNm7wzKYXfSSecHq1dadcwFwUlouQ=,1,0,,4,20170130
9+YXdALDVbe79xyIbhRfMxmB8Kt9ijQ1hpf0G++4BDs=,1,0,,4,20170130
IhZon/vJ2qZM3IY51WsfCT3WgTaxR79lLRG6B2xfTIo=,1,0,,4,20170130
57Ribu7BD1/TSE4s0k9WQsVF1AVRoNQNliqkTiBfrh8=,1,0,,4,20170130
dL5gRhjnBwbo9D+1vSLQZmViGjcZUueaub3XXjbbK+w=,1,0,,4,20170130
/q/pdwLZC4UEqRJ1XkVXHBLeUzap2jYXP0flqlBYlxI=,1,0,,4,20170130
